NumOfReceived,PRR,packetLoss,PLR,throughput,IPI,Density,COR
500,0.8992805755,56,0.1007194245,40283.2232863,8,10,0
670,0.9781021898,15,0.0218978102,15321.1250645,8,10,0
330,0.9510086455,17,0.0489913545,85766.6367783,8,10,0
1000,0.8718395815,147,0.1281604185,25858.5825153,8,10,0
1000,0.9165902841,91,0.0834097159,23825.061153,8,10,0
1000,0.8748906387,143,0.1251093613,31391.8223675,8,10,0
1000,0.9328358209,72,0.0671641791,40204.1486259,8,10,0
1000,0.8250825083,212,0.1749174917,24645.0284139,8,10,0
1000,0.7490636704,335,0.2509363296,28491.9360698,2,10,0
500,0.8488964346,89,0.1511035654,76303.3178972,2,10,0
1000,0.8583690987,165,0.1416309013,23193.6791658,2,10,0
753,0.8705202312,112,0.1294797688,17215.2710199,2,10,0
247,0.8884892086,31,0.1115107914,80041.4789851,2,10,0
500,0.9057971014,52,0.0942028986,81528.5627167,2,10,0
500,1,0,0,89666.5569746,2,10,0
500,0.2249212776,1723,0.7750787224,81269.7587101,2,10,0
2000,0.2237887434,6937,0.7762112566,47727.8500716,2,10,0
1641,0.2208019376,5791,0.7791980624,37516.9452107,2,10,0
1920,0.2350636631,6248,0.7649363369,43895.5117639,2,10,0
1939,0.268039812,5295,0.731960188,48321.6452187,2,10,0
2247,0.2715079749,6029,0.7284920251,51382.9373432,2,10,0
2043,0.2733841831,5430,0.7266158169,46717.9977713,2,10,0
2210,0.2706012,5957,0.7293988,53011.045367,2,10,0
2000,0.2661698163,5514,0.7338301837,48063.8614915,2,10,0
2000,0.2607222005,5671,0.7392777995,52432.1023936,2,10,0
1178,0.2669990934,3234,0.7330009066,26931.7254468,2,10,0
822,0.2617000955,2319,0.7382999045,30979.9792826,2,10,0
1000,0.2688894864,2719,0.7311105136,26933.2338599,2,10,0
1650,0.2618216439,4652,0.7381783561,37739.5561211,2,10,0
3094,0.2559139785,8996,0.7440860215,70735.7882279,256,13,0
1888,0.2461538462,5782,0.7538461538,44773.298419,256,13,0
162,1,0,0,3786.53435923,256,13,0
162,1,0,0,3786.53435923,256,13,0
162,1,0,0,3786.53435923,256,13,0
162,1,0,0,3786.53435923,256,13,0
315,1,0,0,-59.6202959374,256,13,0
162,1,0,0,3787.39880982,256,13,0
162,1,0,0,3787.39880982,256,13,0
162,1,0,0,3787.39880982,256,13,0
162,1,0,0,3787.39880982,256,13,0
